locatie_code;locatie_lat_etrs89;locatie_lon_etrs89;grootheid_code;grootheid_omschrijving;parameter_code;parameter_omschrijving;hoedanigheid_code;hoedanigheid_omschrijving;compartiment_code;compartiment_omschrijving;eenheid_code;eenheid_omschrijving;typering_code;typering_omschrijving;biotaxon_code;biotaxon_omschrijving;orgaan_code;orgaan_omschrijving;samengestelde_klasse_code;samengestelde_klasse_omschrijving;bemonsterings_soort_code;bemonsterings_apparaat_code;meetapparaat_code;waardebepalings_techniek_code;waardebepalings_methode_code;eventdatum;eventtijd;event_exnum;event_externe_code;event_resultaattijd;event_waarde;event_waarde_limietsymbool;event_waarde_tekst;status_waarde;event_aquocode;inventarisaties_code;inventarisaties_omschrijving
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;4ClFol;4-chloorfenol;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:X146;2025-03-31;10:30:00;0;2025007258#510TA001'T0001674642#012;2025-03-31 10:30:00.0;0.05;<;+.500E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;4ttC8yFol;4-tertiair-octylfenol;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS;other:W5423;2025-01-06;11:01:00;0;2025000345#510LC870'T0001631295#006;2025-01-06 11:01:00.0;0.003;<;+.3E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;4ttC8yFol;4-tertiair-octylfenol;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS;other:W5423;2025-05-22;13:03:00;0;2025009269#510LC870'T0001686981#006;2025-05-22 13:03:00.0;0.003;<;0.003;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;4ttC8yFol;4-tertiair-octylfenol;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS;other:W5423;2025-08-18;10:17:00;0;2025011720#510LC870'T0001708615#006;2025-08-18 10:17:00.0;0.003;<;0.003;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;9-Cl-PF3ONS;9-chloorhexadecaanfluor-3-oxanon-1-sulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-18;10:17:00;0;2025011720#510LC803'T0001708619#007;2025-08-18 10:17:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;9-Cl-PF3ONS;9-chloorhexadecaanfluor-3-oxanon-1-sulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-09-15;10:13:00;0;2025012272#510LC803'T0001714883#007;2025-09-15 10:13:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ant;antraceen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-01-06;11:01:00;0;2025000345#510LC820'T0001631290#011;2025-01-06 11:01:00.0;0.003;<;+.3E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ant;antraceen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-03-03;11:50:00;0;2025006751#510LC820'T0001669593#011;2025-03-03 11:50:00.0;0.003;<;+.3E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ant;antraceen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-03-31;10:30:00;0;2025007258#510LC820'T0001674637#011;2025-03-31 10:30:00.0;0.003;<;+.3E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;AsO2;arseniet;nf;opgeloste fractie (bijv. na filtratie);OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:ONB;2025-07-21;10:32:00;0;2025010852#410LS200'T0001701171#010;2025-07-21 10:32:00.0;0.0337;;0.0337;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;AsO4;arsenaat;nf;opgeloste fractie (bijv. na filtratie);OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:ONB;2025-07-21;10:32:00;0;2025010852#410LS200'T0001701171#010;2025-07-21 10:32:00.0;1.64;;1.64;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BZV5a;Biochemisch zuurstofverbruik met allylthioureum;NVT;NVT;OW;Oppervlaktewater;mg/l;milligram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:N1899_1;2025-01-06;11:01:00;0;2025000345#110TA014'T0001631267#006;2025-01-06 11:01:00.0;1.0;;+.100E+01;Ongecontroleerd;03;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BZV5a;Biochemisch zuurstofverbruik met allylthioureum;NVT;NVT;OW;Oppervlaktewater;mg/l;milligram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:N1899_1;2025-02-03;11:18:00;0;2025002358#110TA014'T0001649943#006;2025-02-03 11:18:00.0;1.0;;+.100E+01;Ongecontroleerd;03;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BZV5a;Biochemisch zuurstofverbruik met allylthioureum;NVT;NVT;OW;Oppervlaktewater;mg/l;milligram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:N1899_1;2025-03-03;11:50:00;0;2025006751#110TA014'T0001669570#006;2025-03-03 11:50:00.0;1.0;;+.100E+01;Ongecontroleerd;03;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BZV5a;Biochemisch zuurstofverbruik met allylthioureum;NVT;NVT;OW;Oppervlaktewater;mg/l;milligram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:N1899_1;2025-03-31;10:30:00;0;2025007258#110TA014'T0001674613#006;2025-03-31 10:30:00.0;2.0;;+.200E+01;Ongecontroleerd;03;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BZV5a;Biochemisch zuurstofverbruik met allylthioureum;NVT;NVT;OW;Oppervlaktewater;mg/l;milligram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:N1899_1;2025-04-28;10:04:00;0;2025008445#110TA014'T0001681253#006;2025-04-28 10:04:00.0;1.0;;+.100E+01;Ongecontroleerd;03;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BaA;benzo(a)antraceen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-01-06;11:01:00;0;2025000345#510LC820'T0001631290#011;2025-01-06 11:01:00.0;0.003;<;+.3E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BaA;benzo(a)antraceen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-03-03;11:50:00;0;2025006751#510LC820'T0001669593#011;2025-03-03 11:50:00.0;0.003;<;+.3E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BaA;benzo(a)antraceen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-03-31;10:30:00;0;2025007258#510LC820'T0001674637#011;2025-03-31 10:30:00.0;0.003;<;+.3E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BaP;benzo(a)pyreen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-01-06;11:01:00;0;2025000345#510LC820'T0001631290#011;2025-01-06 11:01:00.0;0.002;<;+.2E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BaP;benzo(a)pyreen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-03-03;11:50:00;0;2025006751#510LC820'T0001669593#011;2025-03-03 11:50:00.0;0.002;<;+.2E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BaP;benzo(a)pyreen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-03-31;10:30:00;0;2025007258#510LC820'T0001674637#011;2025-03-31 10:30:00.0;0.002;<;+.2E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ben;benzeen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-01-06;11:01:00;0;2025000345#510TA100'T0001631289#008;2025-01-06 11:01:00.0;0.01;<;+.100E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ben;benzeen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-02-03;11:18:00;0;2025002358#510TA100'T0001649966#008;2025-02-03 11:18:00.0;0.01;<;+.100E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ben;benzeen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-03-03;11:50:00;0;2025006751#510TA100'T0001669592#008;2025-03-03 11:50:00.0;0.01;<;+.100E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ben;benzeen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-03-31;10:30:00;0;2025007258#510TA100'T0001674636#008;2025-03-31 10:30:00.0;0.01;<;+.100E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ben;benzeen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-04-28;10:04:00;0;2025008445#510TA100'T0001681275#008;2025-04-28 10:04:00.0;0.02;;+.200E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ben;benzeen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-06-23;10:16:00;0;2025010234#510TA100'T0001694787#008;2025-06-23 10:16:00.0;0.02;;0.0200;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ben;benzeen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-08-18;10:17:00;0;2025011720#510TA100'T0001708609#008;2025-08-18 10:17:00.0;0.1;<;0.100;Ongecontroleerd;03;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ben;benzeen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-09-15;10:13:00;0;2025012272#510TA100'T0001714872#008;2025-09-15 10:13:00.0;0.01;;0.0100;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;Ben;benzeen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-10-13;10:09:00;0;2025012803#510TA100'T0001719768#008;2025-10-13 10:09:00.0;0.01;;0.0100;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BghiPe;benzo(ghi)peryleen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-01-06;11:01:00;0;2025000345#510LC820'T0001631290#011;2025-01-06 11:01:00.0;0.00123;;+.123E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BghiPe;benzo(ghi)peryleen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-03-03;11:50:00;0;2025006751#510LC820'T0001669593#011;2025-03-03 11:50:00.0;2.7E-4;;+.270E-03;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BghiPe;benzo(ghi)peryleen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-03-31;10:30:00;0;2025007258#510LC820'T0001674637#011;2025-03-31 10:30:00.0;4.92E-4;;+.492E-03;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BkF;benzo(k)fluorantheen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-01-06;11:01:00;0;2025000345#510LC820'T0001631290#011;2025-01-06 11:01:00.0;8.11E-4;;+.811E-03;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BkF;benzo(k)fluorantheen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-03-03;11:50:00;0;2025006751#510LC820'T0001669593#011;2025-03-03 11:50:00.0;1.75E-4;;+.175E-03;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;BkF;benzo(k)fluorantheen;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;GC-MS-MS;other:W5424;2025-03-31;10:30:00;0;2025007258#510LC820'T0001674637#011;2025-03-31 10:30:00.0;2.78E-4;;+.278E-03;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1yazfs;methylazinfos;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:A5320;2025-03-03;11:50:00;0;2025006751#510LC320'T0001669596#009;2025-03-03 11:50:00.0;6.0E-4;<;0.000600;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1yazfs;methylazinfos;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:A5320;2025-04-28;10:04:00;0;2025008445#510LC320'T0001681279#009;2025-04-28 10:04:00.0;6.0E-4;<;0.000600;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymsfrn;methyl-metsulfuron;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I11369;2025-01-06;11:01:00;0;2025000345#510OM443'T0001631294#007;2025-01-06 11:01:00.0;0.002;<;+.200E-02;Ongecontroleerd;03;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymsfrn;methyl-metsulfuron;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I11369;2025-02-03;11:18:00;0;2025002358#510OM443'T0001649971#007;2025-02-03 11:18:00.0;0.002;<;+.200E-02;Ongecontroleerd;03;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymsfrn;methyl-metsulfuron;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I11369;2025-03-03;11:50:00;0;2025006751#510OM443'T0001669597#007;2025-03-03 11:50:00.0;0.002;<;+.200E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymsfrn;methyl-metsulfuron;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I11369;2025-03-31;10:30:00;0;2025007258#510OM443'T0001674641#008;2025-03-31 10:30:00.0;0.002;<;+.200E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymsfrn;methyl-metsulfuron;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I11369;2025-04-28;10:04:00;0;2025008445#510OM443'T0001681280#008;2025-04-28 10:04:00.0;0.002;<;+.200E-02;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymsfrn;methyl-metsulfuron;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I11369;2025-06-23;10:16:00;0;2025010234#510OM443'T0001694792#008;2025-06-23 10:16:00.0;0.002;<;0.00200;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymtclt;methylmethacrylaat;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-01-06;11:01:00;0;2025000345#510TA100'T0001631289#008;2025-01-06 11:01:00.0;0.05;<;+.500E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymtclt;methylmethacrylaat;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-02-03;11:18:00;0;2025002358#510TA100'T0001649966#008;2025-02-03 11:18:00.0;0.05;<;+.500E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymtclt;methylmethacrylaat;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-03-03;11:50:00;0;2025006751#510TA100'T0001669592#008;2025-03-03 11:50:00.0;0.05;<;+.500E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymtclt;methylmethacrylaat;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-03-31;10:30:00;0;2025007258#510TA100'T0001674636#008;2025-03-31 10:30:00.0;0.05;<;+.500E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymtclt;methylmethacrylaat;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-04-28;10:04:00;0;2025008445#510TA100'T0001681275#008;2025-04-28 10:04:00.0;0.05;<;+.500E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymtclt;methylmethacrylaat;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-06-23;10:16:00;0;2025010234#510TA100'T0001694787#008;2025-06-23 10:16:00.0;0.05;<;0.0500;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymtclt;methylmethacrylaat;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-08-18;10:17:00;0;2025011720#510TA100'T0001708609#008;2025-08-18 10:17:00.0;0.5;<;0.500;Ongecontroleerd;03;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymtclt;methylmethacrylaat;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-09-15;10:13:00;0;2025012272#510TA100'T0001714872#008;2025-09-15 10:13:00.0;0.05;<;0.0500;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1ymtclt;methylmethacrylaat;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-10-13;10:09:00;0;2025012803#510TA100'T0001719768#008;2025-10-13 10:09:00.0;0.2;<;0.200;Ongecontroleerd;03;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1yprmfs;methylpirimifos;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:A5320;2025-03-03;11:50:00;0;2025006751#510LC320'T0001669596#009;2025-03-03 11:50:00.0;3.0E-5;<;0.0000300;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1yprmfs;methylpirimifos;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:A5320;2025-04-28;10:04:00;0;2025008445#510LC320'T0001681279#009;2025-04-28 10:04:00.0;3.0E-5;<;0.0000300;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1yttC4yEtr;methyl-tertiair-butylether;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-01-06;11:01:00;0;2025000345#510TA100'T0001631289#008;2025-01-06 11:01:00.0;0.01;;+.100E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1yttC4yEtr;methyl-tertiair-butylether;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-02-03;11:18:00;0;2025002358#510TA100'T0001649966#008;2025-02-03 11:18:00.0;0.01;<;+.100E-01;Ongecontroleerd;00;NVT;Niet van toepassing
eemmeerdijk.km23;52.278751;5.355114;CONCTTE;(massa)Concentratie;C1yttC4yEtr;methyl-tertiair-butylether;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;NVT;other:I15680;2025-03-03;11:50:00;0;2025006751#510TA100'T0001669592#008;2025-03-03 11:50:00.0;0.03;<;+.300E-01;Ongecontroleerd;03;NVT;Niet van toepassing
