locatie_code;locatie_lat_etrs89;locatie_lon_etrs89;grootheid_code;grootheid_omschrijving;parameter_code;parameter_omschrijving;hoedanigheid_code;hoedanigheid_omschrijving;compartiment_code;compartiment_omschrijving;eenheid_code;eenheid_omschrijving;typering_code;typering_omschrijving;biotaxon_code;biotaxon_omschrijving;orgaan_code;orgaan_omschrijving;samengestelde_klasse_code;samengestelde_klasse_omschrijving;bemonsterings_soort_code;bemonsterings_apparaat_code;meetapparaat_code;waardebepalings_techniek_code;waardebepalings_methode_code;eventdatum;eventtijd;event_exnum;event_externe_code;event_resultaattijd;event_waarde;event_waarde_limietsymbool;event_waarde_tekst;status_waarde;event_aquocode;inventarisaties_code;inventarisaties_omschrijving
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFC4asfAd;perfluorbutaansulfonamide;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;6.68E-4;;0.000668;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFC5asfzr;perfluorpentaansulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-02-13;10:28:00;0;2025003581#510LC803'T0001660440#007;2025-02-13 10:28:00.0;2.05E-4;;+.205E-03;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFC5asfzr;perfluorpentaansulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;2.14E-4;;0.000214;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFC5asfzr;perfluorpentaansulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;2.03E-4;;0.000203;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFC5asfzr;perfluorpentaansulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;2.25E-4;;0.000225;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFC9asfzr;perfluornonaansulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-02-13;10:28:00;0;2025003581#510LC803'T0001660440#007;2025-02-13 10:28:00.0;5.0E-5;<;+.500E-04;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFC9asfzr;perfluornonaansulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFC9asfzr;perfluornonaansulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFC9asfzr;perfluornonaansulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFDA;perfluordecaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-02-13;10:28:00;0;2025003581#510LC803'T0001660440#007;2025-02-13 10:28:00.0;1.0E-4;<;+.100E-03;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFDA;perfluordecaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFDA;perfluordecaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFDA;perfluordecaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFDHpA;perfluor-3,6-dioxaheptaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;5.0E-4;<;0.000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFDHpA;perfluor-3,6-dioxaheptaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;5.0E-4;<;0.000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFDHpA;perfluor-3,6-dioxaheptaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;5.0E-4;<;0.000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFDoA;perfluordodecaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-02-13;10:28:00;0;2025003581#510LC803'T0001660440#007;2025-02-13 10:28:00.0;5.0E-5;<;+.500E-04;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFDoA;perfluordodecaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFDoA;perfluordodecaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFDoA;perfluordodecaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFEES;perfluor(2-ethoxyethaan)sulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFEES;perfluor(2-ethoxyethaan)sulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFEES;perfluor(2-ethoxyethaan)sulfonzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFHpA;perfluorheptaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-02-13;10:28:00;0;2025003581#510LC803'T0001660440#007;2025-02-13 10:28:00.0;0.00285;;+.285E-02;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFHpA;perfluorheptaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;0.00291;;0.00291;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFHpA;perfluorheptaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;0.00303;;0.00303;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFHpA;perfluorheptaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;0.00316;;0.00316;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFHxA;perfluorhexaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-02-13;10:28:00;0;2025003581#510LC803'T0001660440#007;2025-02-13 10:28:00.0;0.00546;;+.546E-02;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFHxA;perfluorhexaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;0.00522;;0.00522;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFHxA;perfluorhexaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;0.0057;;0.00570;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFHxA;perfluorhexaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;0.00543;;0.00543;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFHxSA;perfluorhexaansulfonamide;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFHxSA;perfluorhexaansulfonamide;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFHxSA;perfluorhexaansulfonamide;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;5.0E-5;<;0.0000500;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFMBA;perfluor-4-methoxybutaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFMBA;perfluor-4-methoxybutaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFMBA;perfluor-4-methoxybutaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFMPrA;perfluor-3-methoxypropaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFMPrA;perfluor-3-methoxypropaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFMPrA;perfluor-3-methoxypropaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFNA;perfluornonaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-02-13;10:28:00;0;2025003581#510LC803'T0001660440#007;2025-02-13 10:28:00.0;3.02E-4;;+.302E-03;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFNA;perfluornonaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;4.11E-4;;0.000411;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFNA;perfluornonaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;3.59E-4;;0.000359;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFNA;perfluornonaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;3.75E-4;;0.000375;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFOA;perfluoroctaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-02-13;10:28:00;0;2025003581#510LC803'T0001660440#007;2025-02-13 10:28:00.0;0.00591;;+.591E-02;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFOA;perfluoroctaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;0.00604;;0.00604;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFOA;perfluoroctaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;0.00607;;0.00607;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFOA;perfluoroctaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;0.00666;;0.00666;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFOSA;perfluoroctaansulfonamide;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-02-13;10:28:00;0;2025003581#510LC803'T0001660440#007;2025-02-13 10:28:00.0;1.0E-4;<;+.100E-03;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFOSA;perfluoroctaansulfonamide;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFOSA;perfluoroctaansulfonamide;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFOSA;perfluoroctaansulfonamide;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFPA;perfluorpentaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-02-13;10:28:00;0;2025003581#510LC803'T0001660440#007;2025-02-13 10:28:00.0;0.00492;;+.492E-02;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFPA;perfluorpentaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;0.0049;;0.00490;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFPA;perfluorpentaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;0.00425;;0.00425;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFPA;perfluorpentaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-08-28;11:42:00;0;2025011881#510LC803'T0001709722#007;2025-08-28 11:42:00.0;0.00532;;0.00532;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFTDA;perfluortridecaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-02-13;10:28:00;0;2025003581#510LC803'T0001660440#007;2025-02-13 10:28:00.0;1.0E-4;<;+.100E-03;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFTDA;perfluortridecaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-03;13:50:00;0;2025010415#510LC803'T0001697092#007;2025-07-03 13:50:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
markermeer.midden;52.5317;5.23124;CONCTTE;(massa)Concentratie;PFTDA;perfluortridecaanzuur;NVT;NVT;OW;Oppervlaktewater;ug/l;microgram per liter;NVT;NVT;NVT;NVT;NVT;NVT;NVT;NVT;SB;68;8000;LC-MS-MS;other:W5429;2025-07-31;10:41:00;0;2025011046#510LC803'T0001703784#007;2025-07-31 10:41:00.0;1.0E-4;<;0.000100;Ongecontroleerd;00;NVT;Niet van toepassing
