Stofnaam,KRW status,CAS-nummer,EG-nummer,Aquo-code,SIKB-id,Categorie,Compartiment,Norm,Waarde,Eenheid,Normwaardestatus.code,Normwaardestatus.omschrijving,Achtergrondconcentratie.code,Achtergrondconcentratie.omschrijving,Toelichtende voetnoot 1,Toelichtende voetnoot 2,Toelichtende voetnoot 3,Norm.code,Norm.omschrijving,Normsubgroup.code,Normsubgroup.omschrijving,Compartiment.code,Compartiment.omschrijving,Compartimentsubgroep.code,Compartimentsubgroep.omschrijving,Grootheid.code,Grootheid.omschrijving,Hoedanigheid.code,Hoedanigheid.omschrijving,Waardebewerkingsmethode.code ,Waardebewerkingsmethode.omschrijving,Geldigheid.begindatum,Geldigheid.einddatum,Column1
imidacloprid,Specifiek verontreinigende stoffen,138261-41-3,428-040-8,imdcpd,2306,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,2",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
kobalt,Specifiek verontreinigende stoffen,7440-48-4,231-158-0,Co,527,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),"0,2",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geen achtergrond concentratie correctie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
kobalt,Specifiek verontreinigende stoffen,7440-48-4,231-158-0,Co,527,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (opgelost),"1,36",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),MAX,Maximum,,,
koper,Specifiek verontreinigende stoffen,7440-50-8,231-159-6,Cu,971,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),"2,4",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geen achtergrond concentratie correctie mogelijk,"In het monitoringsprogramma wordt bepaald dat bij toetsing van de resultaten een correctie wordt toegepast, waarbij rekening wordt gehouden met waterkwaliteitsparameters die de biologische beschikbaarheid van metalen beïnvloeden.",,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
linuron,Specifiek verontreinigende stoffen,330-55-2,206-356-5,linrn,1114,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,17",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Vastgesteld door Ctgb,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
linuron,Specifiek verontreinigende stoffen,330-55-2,206-356-5,linrn,1114,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,29",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Vastgesteld door Ctgb,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
malathion,Specifiek verontreinigende stoffen,121-75-5,204-497-7,malton,1127,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),13,ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
MCPA,Specifiek verontreinigende stoffen,94-74-6,202-360-6,MCPA,225,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"1,4",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
MCPA,Specifiek verontreinigende stoffen,94-74-6,202-360-6,MCPA,225,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),15,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
metabenzthiazuron,Specifiek verontreinigende stoffen,18691-97-9,242-505-0,metbtazrn,1148,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"1,8",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
metazachloor,Specifiek verontreinigende stoffen,67129-08-2,266-583-0,mzCl,1152,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,08",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
metazachloor,Specifiek verontreinigende stoffen,67129-08-2,266-583-0,mzCl,1152,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,48",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
metolachloor,Specifiek verontreinigende stoffen,51218-45-2,257-060-8,metlCl,1185,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,4",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Vastgesteld door Ctgb,Waarde is van toepassing op S-metolachloor en het racemisch mengsel.,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
metolachloor,Specifiek verontreinigende stoffen,51218-45-2,257-060-8,metlCl,1185,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"2,2",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Vastgesteld door Ctgb,Waarde is van toepassing op S-metolachloor en het racemisch mengsel.,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
metsulfuron-methyl,Specifiek verontreinigende stoffen,74223-64-6,,C1ymsfrn,2453,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,01",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
metsulfuron-methyl,Specifiek verontreinigende stoffen,74223-64-6,,C1ymsfrn,2453,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,03",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
mevinfos,Specifiek verontreinigende stoffen,7786-34-7,232-095-1,mevfs,1191,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,17",ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
mevinfos,Specifiek verontreinigende stoffen,7786-34-7,232-095-1,mevfs,1191,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),17,ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
molybdeen,Specifiek verontreinigende stoffen,7439-98-7,231-107-2,Mo,1243,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),136,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geen achtergrond concentratie correctie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
molybdeen,Specifiek verontreinigende stoffen,7439-98-7,231-107-2,Mo,1243,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (opgelost),340,µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),MAX,Maximum,,,
monolinuron,Specifiek verontreinigende stoffen,1746-81-2,217-129-5,Mlnrn,1253,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,15",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
monolinuron,Specifiek verontreinigende stoffen,1746-81-2,217-129-5,Mlnrn,1253,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,15",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
m-xyleen,Specifiek verontreinigende stoffen,108-38-3,203-576-3,13xyln,1147,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),17,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geldt voor de som van de isomeren,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
m-xyleen,Specifiek verontreinigende stoffen,108-38-3,203-576-3,13xyln,1147,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),244,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geldt voor de som van de isomeren,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
octamethyltetrasiloxaan,Specifiek verontreinigende stoffen,556-67-2,209-136-7,OcC1yccT4slx,5013,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,2",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
omethoaat,Specifiek verontreinigende stoffen,1113-02-6,214-197-8,omtat,1297,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"1,2",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
o-xyleen,Specifiek verontreinigende stoffen,95-47-6,202-422-2,12xyln,1341,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),17,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geldt voor de som van de isomeren,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
o-xyleen,Specifiek verontreinigende stoffen,95-47-6,202-422-2,12xyln,1341,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),244,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geldt voor de som van de isomeren,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
parathion-ethyl,Specifiek verontreinigende stoffen,56-38-2,200-271-7,C2yprton,738,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,005",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Vastgesteld door Ctgb,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
parathion-methyl,Specifiek verontreinigende stoffen,298-00-0,206-050-1,C1yprton,1179,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),11,ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
pirimicarb,Specifiek verontreinigende stoffen,23103-98-2,245-430-1,pirmcb,1406,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,09",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Vastgesteld door Ctgb,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
pirimicarb,Specifiek verontreinigende stoffen,23103-98-2,245-430-1,pirmcb,1406,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"1,8",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Vastgesteld door Ctgb,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
pirimifos-methyl,Specifiek verontreinigende stoffen,29232-93-7,249-528-5,C1yprmfs,1408,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,0005",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
pirimifos-methyl,Specifiek verontreinigende stoffen,29232-93-7,249-528-5,C1yprmfs,1408,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,0016",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
propoxur,Specifiek verontreinigende stoffen,114-26-1,204-043-8,propxr,1432,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,01",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
p-xyleen,Specifiek verontreinigende stoffen,106-42-3,203-396-5,14xyln,1362,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),170,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geldt voor de som van de isomeren,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
p-xyleen,Specifiek verontreinigende stoffen,106-42-3,203-396-5,14xyln,1362,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),244,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geldt voor de som van de isomeren,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
pyridaben,Specifiek verontreinigende stoffen,96489-71-3,405-700-3,pyrdbn,1450,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,0017",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
pyridaben,Specifiek verontreinigende stoffen,96489-71-3,405-700-3,pyrdbn,1450,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,0062",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
pyriproxyfen,Specifiek verontreinigende stoffen,95737-68-1,429-800-1,pyrpxfn,4533,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"3,00E-05",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
pyriproxyfen,Specifiek verontreinigende stoffen,95737-68-1,429-800-1,pyrpxfn,4533,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,026",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
seleen,Specifiek verontreinigende stoffen,7782-49-2,231-957-4,Se,1476,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),"0,052",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geen achtergrond concentratie correctie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
seleen,Specifiek verontreinigende stoffen,7782-49-2,231-957-4,Se,1476,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (opgelost),"24,6",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),MAX,Maximum,,,
S-metolachloor,Specifiek verontreinigende stoffen,87392-12-9,618-004-1,SmtlCl,4667,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,4",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Vastgesteld door Ctgb,Waarde is van toepassing op S-metolachloor en het racemisch mengsel.,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
S-metolachloor,Specifiek verontreinigende stoffen,87392-12-9,618-004-1,SmtlCl,4667,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"2,1",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Vastgesteld door Ctgb,Waarde is van toepassing op S-metolachloor en het racemisch mengsel.,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
teflubenzuron,Specifiek verontreinigende stoffen,83121-18-0,,tefbzrn,2454,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,0012",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
teflubenzuron,Specifiek verontreinigende stoffen,83121-18-0,,tefbzrn,2454,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,0017",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
tellurium,Specifiek verontreinigende stoffen,13494-80-9,236-813-4,Te,1520,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),100,µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
terbutylazine,Specifiek verontreinigende stoffen,5915-41-3,227-637-9,terC4yazne,1525,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,32",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
terbutylazine,Specifiek verontreinigende stoffen,5915-41-3,227-637-9,terC4yazne,1525,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"1,8",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
thallium,Specifiek verontreinigende stoffen,7440-28-0,231-138-1,Tl,1553,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),"0,05",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,Geen achtergrond concentratie correctie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
thallium,Specifiek verontreinigende stoffen,7440-28-0,231-138-1,Tl,1553,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (opgelost),"0,76",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),MAX,Maximum,,,
